Country,Concept,LocalTerm,table_index,table_heading
España,"Producto de maquillaje que se utiliza para dar forma y definición a las cejas, rellenando áreas dispersas y resaltando el arco de las cejas. Se aplica con trazos precisos y ayuda a lograr una apariencia más definida y estilizada Unnamed: 1_level_1",lápiz de cejas,161,"Cuerpo, salud e higiene (11)"
Guatemala,"Producto de maquillaje que se utiliza para dar forma y definición a las cejas, rellenando áreas dispersas y resaltando el arco de las cejas. Se aplica con trazos precisos y ayuda a lograr una apariencia más definida y estilizada Unnamed: 1_level_1",delineador de cejas,161,"Cuerpo, salud e higiene (11)"
México,"Producto de maquillaje que se utiliza para dar forma y definición a las cejas, rellenando áreas dispersas y resaltando el arco de las cejas. Se aplica con trazos precisos y ayuda a lograr una apariencia más definida y estilizada Unnamed: 1_level_1",delineador de cejas,161,"Cuerpo, salud e higiene (11)"
Puerto Rico,"Producto de maquillaje que se utiliza para dar forma y definición a las cejas, rellenando áreas dispersas y resaltando el arco de las cejas. Se aplica con trazos precisos y ayuda a lograr una apariencia más definida y estilizada Unnamed: 1_level_1",lápiz de cejas,161,"Cuerpo, salud e higiene (11)"
España,"Palillo recubierto de algodón en sus puntas, usado para la higiene personal o para tomar muestras biológicas de una parte del cuerpo Hisopo (medicina)","bastoncillo, torunda, hisopo (formal)",161,"Cuerpo, salud e higiene (11)"
Guatemala,"Palillo recubierto de algodón en sus puntas, usado para la higiene personal o para tomar muestras biológicas de una parte del cuerpo Hisopo (medicina)",hisopo,161,"Cuerpo, salud e higiene (11)"
México,"Palillo recubierto de algodón en sus puntas, usado para la higiene personal o para tomar muestras biológicas de una parte del cuerpo Hisopo (medicina)","cotonete, hisopo",161,"Cuerpo, salud e higiene (11)"
Puerto Rico,"Palillo recubierto de algodón en sus puntas, usado para la higiene personal o para tomar muestras biológicas de una parte del cuerpo Hisopo (medicina)",(el) quiutip,161,"Cuerpo, salud e higiene (11)"
España,"Líquido excrementicio, por lo común de color amarillo cetrino, que secretado en los riñones pasa a la vejiga, de donde es expelido fuera del cuerpo por la uretra Orina","orina, (los) orines, meados",161,"Cuerpo, salud e higiene (11)"
Guatemala,"Líquido excrementicio, por lo común de color amarillo cetrino, que secretado en los riñones pasa a la vejiga, de donde es expelido fuera del cuerpo por la uretra Orina","orín, (los) orines",161,"Cuerpo, salud e higiene (11)"
México,"Líquido excrementicio, por lo común de color amarillo cetrino, que secretado en los riñones pasa a la vejiga, de donde es expelido fuera del cuerpo por la uretra Orina","orín, orina, (los) orines",161,"Cuerpo, salud e higiene (11)"
Puerto Rico,"Líquido excrementicio, por lo común de color amarillo cetrino, que secretado en los riñones pasa a la vejiga, de donde es expelido fuera del cuerpo por la uretra Orina",(los) orines,161,"Cuerpo, salud e higiene (11)"
España,"Porción de saliva, flema u otra sustancia que se expele de una vez Unnamed: 4_level_1","escupitajo, gargajo, salivazo",161,"Cuerpo, salud e higiene (11)"
México,"Porción de saliva, flema u otra sustancia que se expele de una vez Unnamed: 4_level_1","escupitajo, escupida, gargajo, salivazo",161,"Cuerpo, salud e higiene (11)"
Puerto Rico,"Porción de saliva, flema u otra sustancia que se expele de una vez Unnamed: 4_level_1",gargajo,161,"Cuerpo, salud e higiene (11)"
España,Medio de cambio monetario Dinero,"dinero,​ pasta (informal)",162,Dinero y finanzas (1)
Guatemala,Medio de cambio monetario Dinero,"dinero, pisto, plata",162,Dinero y finanzas (1)
México,Medio de cambio monetario Dinero,"dinero,​ lana (en el centro), varo (en el norte y en el centro), feria (en el norte), billete, biyeye, biyuyo, morralla (monedas sueltas), luz, marmaja​",162,Dinero y finanzas (1)
Puerto Rico,Medio de cambio monetario Dinero,"chavos, dinero",162,Dinero y finanzas (1)
España,Cantidad pagada regularmente por usar una vivienda ajena Unnamed: 2_level_1,"alquiler, renta",162,Dinero y finanzas (1)
Guatemala,Cantidad pagada regularmente por usar una vivienda ajena Unnamed: 2_level_1,"renta, alquiler",162,Dinero y finanzas (1)
México,Cantidad pagada regularmente por usar una vivienda ajena Unnamed: 2_level_1,"renta, alquiler",162,Dinero y finanzas (1)
Puerto Rico,Cantidad pagada regularmente por usar una vivienda ajena Unnamed: 2_level_1,"alquiler, renta",162,Dinero y finanzas (1)
España,Cantidad que se entrega como primer pago para la compra de algo Contrato de arras,entrada​,162,Dinero y finanzas (1)
Guatemala,Cantidad que se entrega como primer pago para la compra de algo Contrato de arras,enganche,162,Dinero y finanzas (1)
México,Cantidad que se entrega como primer pago para la compra de algo Contrato de arras,"enganche,​ anticipo",162,Dinero y finanzas (1)
Puerto Rico,Cantidad que se entrega como primer pago para la compra de algo Contrato de arras,pronto pago,162,Dinero y finanzas (1)
España,Documento en que aparecen registrados los movimientos y el saldo en la cuenta corriente de una persona en un establecimiento financiero Cuenta corriente (banca),cartilla,162,Dinero y finanzas (1)
Guatemala,Documento en que aparecen registrados los movimientos y el saldo en la cuenta corriente de una persona en un establecimiento financiero Cuenta corriente (banca),estado de cuenta,162,Dinero y finanzas (1)
México,Documento en que aparecen registrados los movimientos y el saldo en la cuenta corriente de una persona en un establecimiento financiero Cuenta corriente (banca),estado de cuenta,162,Dinero y finanzas (1)
Puerto Rico,Documento en que aparecen registrados los movimientos y el saldo en la cuenta corriente de una persona en un establecimiento financiero Cuenta corriente (banca),resumen de cuenta,162,Dinero y finanzas (1)
España,Centésima parte de una unidad monetaria Centésimo (fracción monetaria),céntimo,162,Dinero y finanzas (1)
Guatemala,Centésima parte de una unidad monetaria Centésimo (fracción monetaria),centavo,162,Dinero y finanzas (1)
México,Centésima parte de una unidad monetaria Centésimo (fracción monetaria),centavo,162,Dinero y finanzas (1)
Puerto Rico,Centésima parte de una unidad monetaria Centésimo (fracción monetaria),centavo,162,Dinero y finanzas (1)
España,Gasto realizado para la obtención o adquisición de una cosa o de un servicio Coste,"coste, costo",162,Dinero y finanzas (1)
Guatemala,Gasto realizado para la obtención o adquisición de una cosa o de un servicio Coste,costo,162,Dinero y finanzas (1)
México,Gasto realizado para la obtención o adquisición de una cosa o de un servicio Coste,costo,162,Dinero y finanzas (1)
Puerto Rico,Gasto realizado para la obtención o adquisición de una cosa o de un servicio Coste,costo,162,Dinero y finanzas (1)
España,Cantidad económica que el inquilino o arrendatario da al arrendador para garantizar el cumplimiento de determinadas obligaciones por parte del inquilino Fianza,fianza,162,Dinero y finanzas (1)
Guatemala,Cantidad económica que el inquilino o arrendatario da al arrendador para garantizar el cumplimiento de determinadas obligaciones por parte del inquilino Fianza,depósito,162,Dinero y finanzas (1)
México,Cantidad económica que el inquilino o arrendatario da al arrendador para garantizar el cumplimiento de determinadas obligaciones por parte del inquilino Fianza,depósito,162,Dinero y finanzas (1)
Puerto Rico,Cantidad económica que el inquilino o arrendatario da al arrendador para garantizar el cumplimiento de determinadas obligaciones por parte del inquilino Fianza,fianza,162,Dinero y finanzas (1)
España,Dinero que se devuelve al cliente cuando entrega una cantidad superior al importe Unnamed: 1_level_1,"cambio, sencillo, vuelta",163,Dinero y finanzas (2)
Guatemala,Dinero que se devuelve al cliente cuando entrega una cantidad superior al importe Unnamed: 1_level_1,vuelto,163,Dinero y finanzas (2)
México,Dinero que se devuelve al cliente cuando entrega una cantidad superior al importe Unnamed: 1_level_1,"vuelto, cambio, sencillo, menudo, feria",163,Dinero y finanzas (2)
Puerto Rico,Dinero que se devuelve al cliente cuando entrega una cantidad superior al importe Unnamed: 1_level_1,"vuelta, cambio",163,Dinero y finanzas (2)
España,Documento en el que consta el sueldo que una persona recibe regularmente de una empresa y todas las operaciones relacionadas con él Nómina,nómina,163,Dinero y finanzas (2)
Guatemala,Documento en el que consta el sueldo que una persona recibe regularmente de una empresa y todas las operaciones relacionadas con él Nómina,boleta (de pago),163,Dinero y finanzas (2)
México,Documento en el que consta el sueldo que una persona recibe regularmente de una empresa y todas las operaciones relacionadas con él Nómina,"nómina, recibo de nómina, recibo de pago, talón de pago",163,Dinero y finanzas (2)
Puerto Rico,Documento en el que consta el sueldo que una persona recibe regularmente de una empresa y todas las operaciones relacionadas con él Nómina,"certificación de sueldo/de ingresos devengados, recibo de pago, talón de pago",163,Dinero y finanzas (2)
España,Dinero que los niños reciben regularmente por parte de adultos Unnamed: 3_level_1,"paga, semanada",163,Dinero y finanzas (2)
Guatemala,Dinero que los niños reciben regularmente por parte de adultos Unnamed: 3_level_1,domingo,163,Dinero y finanzas (2)
México,Dinero que los niños reciben regularmente por parte de adultos Unnamed: 3_level_1,"mesada, domingo, gastada, mensualidad, quincena",163,Dinero y finanzas (2)
Puerto Rico,Dinero que los niños reciben regularmente por parte de adultos Unnamed: 3_level_1,mesada,163,Dinero y finanzas (2)
España,Pago necesario para estudiar en una universidad Unnamed: 4_level_1,"tasa, matrícula",163,Dinero y finanzas (2)
Guatemala,Pago necesario para estudiar en una universidad Unnamed: 4_level_1,"matrícula, mensualidad",163,Dinero y finanzas (2)
México,Pago necesario para estudiar en una universidad Unnamed: 4_level_1,"matrícula, mensualidad, colegiatura, inscripción",163,Dinero y finanzas (2)
Puerto Rico,Pago necesario para estudiar en una universidad Unnamed: 4_level_1,matrícula,163,Dinero y finanzas (2)
España,Conjunto de monedas de poco valor Unnamed: 5_level_1,"calderilla, chatarra, metralla, morralla",163,Dinero y finanzas (2)
Guatemala,Conjunto de monedas de poco valor Unnamed: 5_level_1,sencillo,163,Dinero y finanzas (2)
México,Conjunto de monedas de poco valor Unnamed: 5_level_1,"morralla, sencillo, suelto, menudo, bolo, feria, feriecilla",163,Dinero y finanzas (2)
Puerto Rico,Conjunto de monedas de poco valor Unnamed: 5_level_1,"centavería, chavería, menudo (suelto)",163,Dinero y finanzas (2)
España,"Retribución extraordinaria que recibe un trabajador, pero que forma parte de su salario anual y se paga generalmente a fin de año Aguinaldo","(paga) extra, (paga) extraordinaria",164,Dinero y finanzas (3)
Guatemala,"Retribución extraordinaria que recibe un trabajador, pero que forma parte de su salario anual y se paga generalmente a fin de año Aguinaldo","aguinaldo, bono",164,Dinero y finanzas (3)
México,"Retribución extraordinaria que recibe un trabajador, pero que forma parte de su salario anual y se paga generalmente a fin de año Aguinaldo",aguinaldo,164,Dinero y finanzas (3)
Puerto Rico,"Retribución extraordinaria que recibe un trabajador, pero que forma parte de su salario anual y se paga generalmente a fin de año Aguinaldo",bono,164,Dinero y finanzas (3)
España,Persona que presta su nombre para figurar como titular en un negocio o asunto jurídico ajenos Testaferro,testaferro,164,Dinero y finanzas (3)
Guatemala,Persona que presta su nombre para figurar como titular en un negocio o asunto jurídico ajenos Testaferro,testaferro,164,Dinero y finanzas (3)
México,Persona que presta su nombre para figurar como titular en un negocio o asunto jurídico ajenos Testaferro,prestanombre,164,Dinero y finanzas (3)
Puerto Rico,Persona que presta su nombre para figurar como titular en un negocio o asunto jurídico ajenos Testaferro,testaferro,164,Dinero y finanzas (3)
España,"Tarjeta pequeña, a menudo hecha de papel delgado y plástico, donde una o más áreas contienen información oculta que puede revelarse al raspar una cubierta opaca Tarjeta raspa y gana","(el/la) rasca, rasca y gana",164,Dinero y finanzas (3)
Guatemala,"Tarjeta pequeña, a menudo hecha de papel delgado y plástico, donde una o más áreas contienen información oculta que puede revelarse al raspar una cubierta opaca Tarjeta raspa y gana",boleto de la suerte,164,Dinero y finanzas (3)
México,"Tarjeta pequeña, a menudo hecha de papel delgado y plástico, donde una o más áreas contienen información oculta que puede revelarse al raspar una cubierta opaca Tarjeta raspa y gana",ráscale,164,Dinero y finanzas (3)
Puerto Rico,"Tarjeta pequeña, a menudo hecha de papel delgado y plástico, donde una o más áreas contienen información oculta que puede revelarse al raspar una cubierta opaca Tarjeta raspa y gana","raspa y gana, raspa-raspa",164,Dinero y finanzas (3)
España,Cubierta de plantas herbáceas en un terreno Césped,"hierba, pasto, césped (el que se cuida),​ pasto (alimento para el ganado), el verde",165,"Naturaleza, animales (1)"
Guatemala,Cubierta de plantas herbáceas en un terreno Césped,"grama, monte, zacate",165,"Naturaleza, animales (1)"
México,Cubierta de plantas herbáceas en un terreno Césped,"pasto,​ césped, zacate, hierba, yerba",165,"Naturaleza, animales (1)"
Puerto Rico,Cubierta de plantas herbáceas en un terreno Césped,"grama, pasto, hierba",165,"Naturaleza, animales (1)"
España,Lluvia ligera Llovizna,"chispeo, llovizna, chirimiri /sirimiri, calabobos, pinteo",165,"Naturaleza, animales (1)"
Guatemala,Lluvia ligera Llovizna,llovizna,165,"Naturaleza, animales (1)"
México,Lluvia ligera Llovizna,"llovizna, lluviecita, (lluvia) chipichipi, plumuvia",165,"Naturaleza, animales (1)"
